question,answer,img_id,type
có bao nhiêu người đàn ông đang đẩy con ngựa lên phía sau của một chiếc xe kéo ngựa,ba,97924,1
có bao nhiêu người trượt tuyết đang đi xuyên quốc gia theo hướng ngược lại,hai,390773,1
có bao nhiêu con hươu cao cổ đứng trên cây trên cát,hai,127540,1
màu của sườn đồi là gì,màu xanh lá,471278,2
điều gì bù đắp cho thịt bò teriyaki sẫm màu trong món xào,rau,352418,0
có bao nhiêu đứa trẻ đeo găng tay bóng chày ở sân cỏ,ba,413182,1
người đàn ông đang chụp ảnh tự sướng ở đâu,gương,7424,3
cái gì bên cạnh hộp được dán,túi,343229,0
có bao nhiêu phụ nữ mặc trang phục trong phòng,ba,75603,1
màu của các chuyến tàu là gì,màu cam,455132,2
bãi biển có bao nhiêu chiếc ghế dài màu xanh,hai,386661,1
con chó đang há miệng đang ngồi ở đâu,phòng bếp,521953,3
những gì được thể hiện trong sự phân chia đường phố,tòa tháp,366256,0
"giường, tv và loveseat ở đâu",phòng ngủ,165433,3
có bao nhiêu cô bé chơi với ván trượt trên đường dân cư,hai,471915,1
những chiếc cà vạt nằm ở đâu,cửa tiệm,79453,3
màu của con mèo là gì,màu xám,367836,2
cái gì đậu bên cạnh một số tòa nhà,xe ô tô,366179,0
"hai người leo lên những gì,",núi,424551,0
những gì đang đi qua rừng với những cây cao,hươu cao cổ,526645,0
màu của con quạ là gì,màu đen,513298,2
cái gì dựa vào bức tường gạch,ký tên,342335,0
cái gì đang đỗ trên con đường sỏi,xe máy,410878,0
những gì đang ngồi bên nhau trên ghế,con mèo,486536,0
những gì đang cất cánh vào bầu trời vàng,máy bay,480223,0
cánh đồng đầy gì với nhiều diều trong không khí,cây,395083,0
xe đang dừng ở đâu,đường phố,198164,3
hai người phụ nữ lấy những gì với điện thoại của họ,những bức ảnh,493751,0
những gì đang đi dạo quanh những cái cây cùng nhau,con voi,474170,0
bánh ngọt nằm ở đâu,hộp,513704,3
cái gì ở đây đang lê bước trong sở thú,ngựa vằn,443278,0
người đang nằm ở đâu,giường,36022,3
màu của dấu hiệu là gì,màu vàng,99180,2
có bao nhiêu con hươu cao cổ ở đây cùng nhau trong sở thú,hai,139889,1
những gì nằm ở phía trước của một giá sách,laptop,435359,0
những gì nằm trên đĩa với bánh pizza và vỏ bánh,đồ chơi,513283,0
tất cả những gì đang ăn cỏ trong đồng bằng,ngựa vằn,455557,0
màu của bài là gì,màu xanh lá,212501,2
những gì đang đi xuống đường bên cạnh một con đường,tàu hỏa,420710,0
bánh làm từ oliu và lạp xưởng gọi là gì,pizza,568398,0
anh chàng đi bộ gì khi ngồi ở lề đường,xe buýt,389684,0
những gì đang bay cao trên bầu trời trên những đám mây,máy bay,424776,0
những gì tràn ngập những người bên cạnh một số xe hơi,xe tải,501153,0
những gì ngồi bên cạnh một chiếc máy bay khác,máy bay,395849,0
màu sắc của dây nịch là gì,màu tía,305690,2
màu của con mèo là gì,màu đen,431060,2
con gì đang đi qua đám cỏ gần bãi đậu xe,con vịt,578703,0
có bao nhiêu người đang nằm trên một chiếc giường gọn gàng,hai,54671,1
con gì cần cái cổ dài để ăn được những chiếc lá mềm mại ở trên cao,hươu cao cổ,573756,0
người đàn ông có tai nghe quanh cổ và giữ những gì,ván trượt,434689,0
màu của máy bay là gì,màu trắng,297843,2
những gì đứng trong thói quen của nó trong khi mọi người xem,con voi,469279,0
màu của xe buýt là gì,màu vàng,244870,2
màu của cà vạt là gì,màu xanh lá,445774,2
có bao nhiêu cậu bé đang đá quả bóng trong khi một cậu bé khác đang bảo vệ cậu ấy,một,54295,1
những gì đang đứng trong tự nhiên cùng nhau,ngựa vằn,423810,0
bàn ăn có bao nhiêu đứa trẻ ngồi với đĩa trước mặt chúng,ba,115018,1
có bao nhiêu con ngựa vằn đi dạo quanh vài cái cây,bốn,448861,1
những gì được xếp hàng trên bờ biển,con thuyền,353518,0
có bao nhiêu người thắp nến trên bánh,ba,27578,1
cặp vợ chồng bò đứng trên gì bao phủ cỏ ,đồi,486203,0
những gì gặm cỏ trên cỏ xanh cao trong một đồng cỏ đầy nắng,con cừu,557907,0
người đàn ông đang đổ cái gì lên giường của một chiếc xe kéo,những quả cam,341230,0
những gì sạch sẽ và sẵn sàng cho khách để sử dụng,nhà vệ sinh,418226,0
có bao nhiêu con voi đi bộ dọc theo và trong vùng nước,ba,96654,1
phòng khách sạn có giường đôi như một loại và hoa hồng những gì,nhiều cái ghế,384375,0
đầu bếp chuẩn bị thức ăn ở đâu,phòng bếp,29104,3
có bao nhiêu con cừu nằm trên tuyết với đầy đủ áo lông cừu,năm,239861,1
có bao nhiêu màn hình được ghép lại với nhau làm màn hình,ba,433277,1
có bao nhiêu bữa tiệc với bánh kẹo trang trí và ô giấy,ba,526956,1
"dụng cụ tắm, nhà vệ sinh và bồn tắm ở đâu",phòng tắm,320731,3
màu của con chó là gì,màu nâu,555493,2
người đàn ông đang đi với những gì và đang bước vào một cửa hàng mèo và chó,con chó,496897,0
có bao nhiêu ván lướt sóng đang ngồi trên cánh đồng xanh,năm,273352,1
có bao nhiêu con mèo đang ngồi trên bậu cửa sổ bên cạnh một cái quạt,một,412377,1
những gì đang chèo thuyền trong nước nông và sỏi,con thuyền,391446,0
cửa máy bay đang được chuẩn bị ở đâu,ga-ra,183811,3
màu của xe máy là gì,màu vàng,324455,2
những gì được neo đậu tại bến tàu bằng dây thừng,con thuyền,399538,0
người phụ nữ đang nhìn và đánh răng ở đâu,gương,340321,3
có bao nhiêu con ngựa vằn con xuất hiện để tạo dáng trước một bụi cây ở vườn thú,ba,104098,1
có bao nhiêu đèn đường đang treo và hiện lên màu xanh lá cây,ba,131107,1
những gì đỗ trong bãi đậu xe với các bus khác,xe buýt,524992,0
một số người nếm rượu ở đâu,phòng,21462,3
có gì trên túi giấy màu nâu bên cạnh một tách cà phê,donut,400985,0
màu của chiếc đĩa là gì,màu đỏ,331551,2
màu sắc của bông hoa là gì,màu tía,78320,2
"người đàn ông thư giãn ở đâu,",cái ghế,160967,3
những gì ăn cỏ gần cừu con,con cừu,545867,0
bồn rửa đôi ở đâu là một điều trị kép cho chủ nhà,phòng tắm,2197,3
có bao nhiêu sĩ quan cưỡi ngựa trên đường phố thành phố,ba,517579,1
cái gì được phun bằng sơn kim loại màu xanh,điêu khắc,335045,0
những gì nằm trên cành cây,con chim,561009,0
màu của gấu là gì,màu trắng,518455,2
có bao nhiêu xe tải lớn đậu cạnh nhau trên xi măng,hai,413275,1
những gì đang bị mắc kẹt vào một máy tính xách tay và bị đâm,dao,447611,0
màu của gấu bông là gì,màu nâu,233808,2
người phụ nữ giữ bàn chải đánh răng ở đâu,cửa hàng,88514,3
những gì đang bay xuyên qua bầu trời,máy bay,567432,0
những gì đang ngồi trong bình hoa trên bàn gỗ,bông hoa,494970,0
trên đĩa có bánh mì tròn có bánh rán nào,sô cô la,399516,0
những gì đỗ trên cỏ với cửa của nó mở một phần,xe buýt,479556,0
bàn chải đánh răng duy nhất nằm ở đâu,người giữ,34689,3
cái bánh pizza đã ăn dở nằm ở đâu,hộp,542642,3
có bao nhiêu người đang cưỡi ngựa trước con tàu,hai,437970,1
có bao nhiêu người đang đội mũ gấp đôi như ô,hai,427341,1
đồng hồ này cũng có những gì bên cạnh nó,lá cờ,511379,0
làm gì hai con ngựa con gặm cỏ bên cạnh hàng rào điện trong một cánh đồng ngập nắng,bãi cỏ,352755,0
màu của dấu hiệu là gì,màu đỏ,203920,2
những gì đỗ thành hàng trên đường phố,xe máy,580975,0
màu của khay là gì,màu đỏ,135576,2
có bao nhiêu con bò đang gặm cỏ trước khách sạn,năm,119961,1
màu của khăn là gì,màu xanh dương,299811,2
cái gì đang tràn ngập cây xanh,xe tải,379376,0
màu của xe là gì,màu vàng,38241,2
có bao nhiêu con bò đang đi dạo trên bãi cỏ cao,năm,161499,1
những trái cam nằm ở đâu,bát,290081,3
màu sắc của trang phục là gì,màu xanh lá,279457,2
lấy gì uống từ một vùng nước,con voi,381254,0
con mèo đang ngồi ở đâu,nhà vệ sinh,518156,3
con chó nhỏ đang ở đâu,hành lang,150211,3
những gì gắn trên mặt của một tòa nhà,tòa tháp,343599,0
màu của xe là gì,màu đỏ,227484,2
những gì cho thấy băng ghế gỗ ở phía đường phố,những bức ảnh,491131,0
màu của lá là gì,màu xanh lá,322,2
người lướt sóng đang giữ một ván lướt sóng trắng mang gì,áo ba lỗ,461838,0
có cái gì đang trôi xuống sông,con thuyền,378139,0
người đàn ông giữ cái gì cho cái lưỡi nhô ra của mình,cây kéo,463070,0
những gì đậu trên bờ tuyết,con chim,497117,0
nệm và gối nằm ở đâu,phòng,434394,3
người đàn ông đang giữ điện thoại di động của mình đang chụp ảnh ở đâu,gương,14969,3
người đàn ông đốt lò ở đâu,cửa tiệm,236375,3
những gì không thể chờ đợi để kết thúc một ngày,con voi,571219,0
màu của bánh là gì,màu xanh lá,271254,2
có bao nhiêu người đàn ông tạo dáng và mỉm cười trên bàn,ba,402720,1
những gì đỗ với chiếc ô màu tím trên ghế,xe tay ga,565650,0
màu của tường là gì,màu tía,39913,2
thứ chứa đầy chất lỏng nằm trên bề mặt gỗ,cái lọ,352794,0
màu của con mèo là gì,màu xám,545804,2
những gì đang nhìn ra một dãy núi và một người đang nhìn theo hướng ngược lại của người khác,con bò,414679,0
màu của chiếc ô là gì,màu xanh dương,164850,2
những gì có hình dạng như chim lớn trên bãi biển,diều,397151,0
màu của gấu là gì,màu đen,571553,2
nhóm người chuẩn bị thức ăn ở đâu,phòng bếp,212633,3
hươu cao cổ ăn một số lá là gì,cây,571925,0
những gì đầy nhiều thức ăn,tủ đá,512330,0
những gì đang đứng ngoài trời gần một số cây,hươu cao cổ,402559,0
màu của cái vợt là gì,màu trắng,351888,2
màu của con chó là gì,màu vàng,360165,2
máy tính xách tay ở đâu,phòng,332512,3
màu của sườn đồi là gì,màu xanh lá,525633,2
hai nhà vệ sinh ở đâu,phòng tắm,51949,3
bồn tắm hiện đại được hiển thị ở đâu,phòng tắm,466800,3
có bao nhiêu con vịt đứng trên bãi biển đối mặt với mặt nước,ba,259248,1
các loại rau đã sẵn sàng để được chọn ở đâu,sân vườn,159309,3
con mèo nằm ở đâu,chậu,329602,3
có bao nhiêu con vịt đang bơi trên mặt nước,bốn,200703,1
người đàn ông và phụ nữ nấu ăn ở đâu,phòng bếp,504257,3
con mèo trắng cuộn tròn ở đâu,chậu,164094,3
bức ảnh này mô tả điều gì với những bông hoa trắng trong đó,lọ cắm hoa,360487,0
những gì nhìn lại chủ sở hữu của mình,con chó,374990,0
giường được đặt ở đâu,phòng,480712,3
những gì ngủ trên ghế xe máy,con mèo,513585,0
hai con voi bị giam cầm đứng ở đâu,vườn bách thú,359872,3
màu của áo là gì,màu đen,306439,2
màu sắc của xe máy là gì,màu xanh lá,365138,2
có bao nhiêu người đứng quanh bàn với một cái bánh,hai,362118,1
những gì đỗ ở phía trước của một phụ trách bên đường,xe ô tô,543043,0
hai đứa trẻ nhỏ nằm ở đâu,giường,14653,3
những người lướt sóng đang giữ gì trên cát sau khi ra khỏi đại dương,bảng,486834,0
màu của bàn chải là gì,màu xanh lá,399818,2
màu của áo là gì,màu nâu,321011,2
màu của xe buýt là gì,màu vàng,183123,2
những gì ngồi trên bàn trong một văn phòng,máy vi tính,423189,0
con chim kỳ lạ phản chiếu ở đâu,gương,240713,3
những gì được hiển thị với giấy tờ trên đó,tủ đá,531086,0
gương và một số cành cây trên tủ quần áo ở đâu,lọ cắm hoa,449693,3
trái cây rau và nấm các loại ở đâu,thùng chứa,63668,3
con chó nhỏ ngắm nhìn ở đâu,gương,103318,3
người đàn ông cầm thứ gì đang bay trên bãi biển ,diều,382345,0
cái gì ngồi trên sàn gỗ gần đồ chơi mà họ đã phá hủy,con chó,370765,0
có bao nhiêu người cưỡi ngựa trên con đường cát,hai,77061,1
người phụ nữ đang vuốt ve một con mèo đen trắng ở đâu,giường,192824,3
hoa màu hồng lớn ở đâu,lọ cắm hoa,130880,3
màu của bầu trời là gì,màu xanh dương,397010,2
người đàn ông đẩy xe đẩy ở đâu,sân bay,398367,3
người phụ nữ nằm ở đâu,giường,276057,3
những gì đỗ ở phía trước của một ngôi nhà,xe buýt,558539,0
những gì đỗ trong lô,xe buýt,394275,0
màu sắc của các tính năng là gì,màu đen,342709,2
những gì ở nơi hoang dã cùng nhau,con voi,415434,0
những gì được treo ở cao chót vót,đồng hồ,566026,0
"nhà vệ sinh, bồn rửa và bồn tắm phản chiếu ở đâu",gương,335380,3
